data,Produção de derivados de petróleo,Consumo de derivados de petróleo - gasolina,Consumo de derivados de petróleo - Óleo combustível,Selic,Cambio - IPCA,IPCA,Producao Industrial,Balança comercial,IBC-Br,Close_PETR4.SA,Volume_PETR4.SA,Close_IBOV,BETA,regime
2013-09-01,2094.0,530.0,73.0,0.71,94.79,0.35,125.0,1794.4,103.21307,4.515318393707275,565902700,52338.0,1.2616989731470278,0.0
2013-10-01,2079.0,555.0,83.0,0.81,91.47,0.57,131.2,-402.9,103.22201,4.989969253540039,676692800,54256.0,1.3136094043785511,0.0
2013-11-01,2081.0,563.0,93.0,0.72,94.71,0.54,123.7,1533.3,103.53311,4.702226638793945,567295000,52482.0,1.4008444130314972,0.0
2013-12-01,2109.0,588.0,83.0,0.79,95.87,0.92,105.0,2540.2,103.77374,4.200525283813477,491102300,51507.0,1.6220358990641812,1.0
2014-01-01,2053.0,546.0,90.0,0.85,95.6,0.55,107.9,-3890.6,103.43296,3.615206718444824,544508600,47639.0,1.698649462248769,1.0
2014-02-01,2090.0,578.0,110.0,0.79,94.72,0.69,107.5,-2344.0,103.22704,3.34222149848938,600965600,47094.0,1.6514260750631595,1.0
2014-03-01,2119.0,541.0,101.0,0.77,91.68,0.92,113.4,-140.0,103.05647,3.8808133602142334,751980500,50415.0,1.7631329324034248,1.0
2014-04-01,2146.0,592.0,110.0,0.82,87.63,0.67,111.9,285.3,102.6456,4.072640419006348,789930000,51626.0,1.76809907758746,1.0
2014-05-01,2189.0,566.0,102.0,0.87,86.9,0.46,118.5,423.9,102.25539,4.3857903480529785,657004500,51239.0,1.9022526581708294,1.0
2014-06-01,2246.0,543.0,92.0,0.82,87.05,0.4,110.6,2122.5,100.11655,4.54345703125,598475300,53168.0,1.9905952534273972,1.0
2014-07-01,2267.0,555.0,95.0,0.95,87.49,0.01,121.7,1291.1,100.85511,5.0190887451171875,804261100,55829.0,2.01376274580016,1.0
2014-08-01,2326.0,564.0,121.0,0.87,88.77,0.25,123.9,903.2,101.72396,6.138529300689697,1076084900,61288.0,2.1242814007646795,1.0
2014-09-01,2358.0,594.0,124.0,0.91,89.59,0.57,123.1,-1145.1,102.16973,4.753680229187012,1344180400,54116.0,2.0732699162346377,1.0
2014-10-01,2393.0,609.0,112.0,0.95,92.87,0.42,127.3,-1473.2,101.38112,4.015271186828613,2086181696,54629.0,2.018844419216108,1.0
2014-11-01,2358.0,556.0,112.0,0.84,94.97,0.51,116.3,-2707.2,101.60924,3.3740885257720947,952149300,54664.0,2.0570689920367755,1.0
2014-12-01,2497.0,637.0,111.0,0.96,96.64,0.78,102.2,-65.1,101.95805,2.635678291320801,2207905200,50007.0,2.069976379467852,1.0
2015-01-01,2469.0,587.0,99.0,0.94,93.33,1.24,102.7,-2877.8,101.23617,2.181070327758789,1417959800,46908.0,2.168019852157545,1.0
2015-02-01,2431.0,524.0,103.0,0.82,98.77,1.22,97.6,-3097.7,100.50855,2.5095443725585938,1194525800,51583.0,2.1012821103481616,1.0
2015-03-01,2413.0,511.0,97.0,1.04,106.96,1.32,109.9,148.9,100.34814,2.538450002670288,1134531200,51150.0,2.025565633569408,1.0
2015-04-01,2394.0,528.0,82.0,0.95,103.69,0.71,103.5,272.6,99.03888,3.4319005012512207,1540158700,56229.0,2.301488367900884,1.0
2015-05-01,2412.0,485.0,79.0,0.99,104.13,0.74,108.4,2449.9,98.38429,3.2400705814361572,1092838500,52760.0,2.2099205564925195,1.0
2015-06-01,2396.0,512.0,86.0,1.07,105.07,0.79,107.8,4309.9,97.39633,3.334672212600708,912057100,53081.0,2.2278099467186023,1.0
2015-07-01,2466.0,507.0,75.0,1.18,108.32,0.62,111.2,2625.7,96.3404,2.756556510925293,1011908000,50865.0,2.260147562044673,1.0
2015-08-01,2547.0,487.0,78.0,1.11,116.79,0.22,113.7,2366.0,96.77984,2.4149434566497803,1018898400,46626.0,2.1051518631120767,1.0
2015-09-01,2395.0,507.0,82.0,1.11,129.34,0.54,109.9,2624.1,96.02914,1.9025238752365112,1152676900,45059.0,2.2600383296773257,1.0
2015-10-01,2406.0,515.0,81.0,1.11,127.47,0.82,113.3,1676.4,96.47917,2.0260300636291504,1188203700,45869.0,2.3744719304217154,1.0
2015-11-01,2380.0,497.0,83.0,1.06,121.97,1.01,102.0,898.9,95.47135,2.0155186653137207,969094500,45120.0,2.4233934879839314,1.0
2015-12-01,2532.0,584.0,77.0,1.16,122.1,0.96,90.0,6048.0,95.28862,1.7606228590011597,920023700,43350.0,2.417233423889359,1.0
2016-01-01,2353.0,492.0,76.0,1.06,122.64,1.27,88.9,1116.2,94.67841,1.2718526124954224,1378894500,40406.0,2.554598165552837,1.0
2016-02-01,2335.0,548.0,67.0,1.0,120.27,0.9,88.4,2777.9,94.64327,1.3506866693496704,1263760000,42794.0,2.7199195731704293,1.0
2016-03-01,2264.0,553.0,59.0,1.16,112.65,0.43,97.5,4123.3,93.92863,2.183697462081909,2035057800,50055.0,3.1427628019385048,1.0
2016-04-01,2290.0,547.0,63.0,1.06,110.04,0.61,96.7,4542.3,93.87694,2.6882338523864746,763311500,53911.0,3.0635325264757225,1.0
2016-05-01,2487.0,508.0,51.0,1.11,108.67,0.78,100.5,6127.1,93.5806,2.1127471923828125,1189974600,48472.0,3.0433656874878356,1.0
2016-06-01,2558.0,516.0,54.0,1.16,104.88,0.35,102.1,3631.6,93.77626,2.4753832817077637,1183668000,51527.0,3.0218539568405003,1.0
2016-07-01,2584.0,510.0,43.0,1.11,99.55,0.52,104.4,4245.1,93.52028,3.119192123413086,1120804200,57308.0,2.88750296308021,1.0
2016-08-01,2609.0,526.0,47.0,1.22,98.17,0.44,108.4,3830.9,93.23097,3.376716375350952,1134964600,57901.0,3.060097705337866,1.0
2016-09-01,2671.0,549.0,54.0,1.11,99.1,0.08,105.7,3522.7,93.28985,3.565917730331421,1015943000,58367.0,2.9603149118886645,1.0
2016-10-01,2624.0,536.0,65.0,1.05,95.95,0.26,105.1,2039.4,92.90546,4.648569107055664,1132745000,64925.0,2.924297999678652,1.0
2016-11-01,2609.0,567.0,50.0,1.04,98.84,0.18,100.8,4448.4,92.94744,4.204472064971924,1299424600,61906.0,2.910328149676939,1.0
2016-12-01,2730.0,625.0,58.0,1.12,97.55,0.3,90.0,4139.2,92.69436,3.907531499862671,785062700,60227.0,2.8917524121178566,1.0
2017-01-01,2687.0,551.0,48.0,1.09,93.08,0.38,90.8,2427.0,93.3777,3.946948289871216,651404800,64671.0,2.643028478778525,1.0
2017-02-01,2676.0,582.0,45.0,0.87,91.5,0.33,88.4,4368.2,94.57979,3.9889936447143555,676667100,66662.0,2.683478176512863,1.0
2017-03-01,2550.0,585.0,60.0,1.05,92.12,0.25,99.6,6418.6,94.54061,3.8076746463775635,963864800,64984.0,2.1984373078821573,1.0
2017-04-01,2539.0,559.0,49.0,0.79,93.26,0.14,92.4,6125.7,94.40463,3.671029806137085,662858400,65403.0,2.140132083148828,1.0
2017-05-01,2653.0,561.0,44.0,0.93,95.64,0.31,105.0,6712.1,94.2554,3.4056222438812256,1041819300,62711.0,2.1220111764207035,1.0
2017-06-01,2675.0,576.0,44.0,0.81,99.23,-0.23,103.1,6268.8,94.77185,3.250582695007324,858615900,62900.0,2.0922535569677843,1.0
2017-07-01,2623.0,549.0,50.0,0.8,97.45,0.24,107.3,5383.9,94.84265,3.492340564727783,685724000,65920.0,1.9328702665630924,1.0
2017-08-01,2576.0,547.0,80.0,0.8,97.36,0.19,112.6,4547.9,94.55825,3.586940288543701,894388700,70835.0,1.7397716448226193,1.0
2017-09-01,2653.0,536.0,81.0,0.64,97.51,0.16,108.3,4301.4,94.52891,4.020524978637695,873230800,74294.0,1.8237170041244,1.0
2017-10-01,2627.0,524.0,87.0,0.64,97.91,0.42,110.9,4128.1,94.79668,4.406811237335205,802329100,74308.0,1.142001441058371,0.0
2017-11-01,2595.0,526.0,72.0,0.57,99.87,0.28,105.6,2576.3,94.95922,4.041548728942871,758835700,71971.0,1.1315882838713933,0.0
2017-12-01,2612.0,571.0,39.0,0.54,100.99,0.44,94.4,4141.1,96.27794,4.23075008392334,646229500,76402.0,1.0563254193477416,0.0
2018-01-01,2615.0,502.0,43.0,0.58,99.48,0.29,95.9,1771.0,95.73131,5.176756381988525,942127800,84913.0,1.606582849790438,0.0
2018-02-01,2617.0,514.0,43.0,0.47,101.89,0.32,90.0,2021.5,95.42006,5.639248371124268,946144700,85481.0,1.5592654634829997,0.0
2018-03-01,2557.0,537.0,45.0,0.53,102.57,0.09,100.5,5419.4,95.44397,5.6261091232299805,976136300,85366.0,1.5471490353210968,0.0
2018-04-01,2597.0,516.0,35.0,0.52,106.74,0.22,100.8,4586.2,95.96441,6.036046981811523,1060623900,86115.0,1.470187267206007,0.0
2018-05-01,2607.0,454.0,26.0,0.52,110.0,0.4,98.4,5039.5,93.05594,4.987554550170898,2015213100,76754.0,1.5199393757451616,0.0
2018-06-01,2590.0,482.0,30.0,0.52,110.84,1.26,106.1,4675.1,95.68383,4.526214122772217,1698415200,72763.0,1.5412218221916112,1.0
2018-07-01,2575.0,444.0,31.0,0.54,111.84,0.33,111.6,2717.0,96.00805,5.192376613616943,1114260900,79220.0,1.5468321089504882,1.0
2018-08-01,2522.0,474.0,67.0,0.57,113.82,-0.09,114.5,1414.9,96.74237,5.071256160736084,1339189500,76678.0,1.6916920165060982,1.0
2018-09-01,2486.0,442.0,58.0,0.47,116.32,0.48,105.7,3949.4,96.22608,5.566993236541748,1124591400,79342.0,1.686271313931269,1.0
2018-10-01,2614.0,452.0,33.0,0.54,106.32,0.45,111.6,4534.0,96.53103,7.290677070617676,2163202200,87424.0,1.9135535351473762,1.0
